,raceid,label,start,end
57977,2024110900109,T001FR,5925,6590
57978,2024110900109,T001FR,6905,7010
57979,2024110900109,T001FR,7240,7930
57986,2024092000103,T001FR,5960,6690
57990,2021090400105,T001FR,10775,10910
57991,2021090400105,T001FR,10930,11480
57995,2021060800102,T001FR,7975,8325
57996,2021060800102,T001LEFT,8335,8440
57997,2021060800102,T001FR,8455,8660
58001,2024030200101,T001FR,6065,6650
58005,2021121900109,T001FR,8650,9095
58009,2023091900108,T001FR,6940,7485
58013,2024092900105,T001FR,6390,7150
58014,2024092900105,T001FR,7805,8540
58021,2022032600101,T001FR,7320,8045
58025,2024061800102,T001FR,6505,7465
58029,2024050700101,T001FR,9440,10220
58033,2022061700107,T001BACK,6210,6545
58034,2022061700107,T001FR,6560,6890
58038,2021041600105,T001FR,10700,11215
58042,2021122100102,T001FR,7080,7240
58043,2021122100102,T001FR,7435,7755
58047,2024060800109,T001FL,5515,5870
58048,2024060800109,T001FR,5915,7565
58052,2022053100105,T001FR,8245,8695
58056,2023041100102,T001FR,6395,6985
58060,2022060300101,T001FL,15920,16245
58061,2022060300101,T001FR,16265,16810
58065,2023110200108,T001FR,6465,7455
58069,2024041900103,T001BACK,5955,6115
58070,2024041900103,T001BACK,5955,6115
58071,2024041900103,T001FR,6585,6900
58075,2023092400101,T001FL,6630,6660
58076,2023092400101,T001FR,6675,6920
58077,2023092400101,T001FR,6935,7060
58081,2021120800106,T001FL,14150,14275
58082,2021120800106,T001FR,14285,14675
58086,2024081700105,T001FR,2065,2420
58090,2023121700104,T001FR,6400,6625
58091,2023121700104,T001FR,6660,7120
58092,2023121700104,T001FR,7645,7760
58096,2023120600108,T001FR,7155,7685
58100,2024111400106,T001FR,5905,6480
58101,2024111400106,T001FL,6560,6660
58102,2024111400106,T001FR,6710,7095
58106,2022111700106,T001FR,5730,6150
58110,2023111600101,T001FR,6575,7225
58114,2024053100101,T001FR,9375,10245
58118,2023091200102,T001FR,6030,6490
58122,2022050700106,T001FR,6755,7265
58126,2022020600104,T001FR,7345,7790
58130,2021041000104,T001FR,5630,6110
58134,2023081900105,T001FR,6180,6365
58135,2023081900105,T001FR,6975,6995
58139,2024022800107,T001FR,10755,11370
58143,2022113000101,T001FR,10625,11200
58147,2023090900104,T001FR,6305,6770
58152,2023090900104,T001FR,7320,7370
58153,2021043000105,T001FR,12525,13035
58157,2022021700102,T001FR,10220,10470
58158,2022021700102,T001FR,10650,11015
58162,2023032500103,T001FL,5060,5205
58163,2023032500103,T001FR,5340,5900
58167,2024111800109,T001FR,6370,6605
58168,2024111800109,T001FR,6960,7395
58169,2024111800109,T001FR,8000,8030
58170,2024111800109,T001FL,8080,8130
58171,2024111800109,T001FR,8185,8870
58178,2022011500109,T001FL,6960,7200
58182,2023012800105,T001FR,4285,4355
58183,2023012800105,T001FR,4375,4660
58187,2024050400104,T001FR,5770,6390
58188,2024050400104,T001FR,6800,7750
58195,2024101500101,T001FR,6105,6895
58199,2021042000102,T001FR,6970,7330
58203,2021040900107,T001FR,4960,5150
58204,2021122500102,T001FR,9010,9430
58208,2023110700102,T001BACK,5820,6065
58209,2023110700102,T001FR,6090,6430
58213,2024111800105,T001FR,8770,9320
58214,2024111800105,T001FL,9480,9570
58215,2024111800105,T001FR,9655,10090
58222,2024082600102,T001FR,5665,6050
58223,2024082600102,T001FR,6190,6620
58227,2023042800101,T001FR,9300,9960
58231,2021120400108,T001FR,6635,7335
58235,2022121700107,T001FR,17710,18225
58239,2023022600107,T001FR,5460,6170
58243,2024111700106,T001FR,5845,5955
58244,2024111700106,T001DRONE,5995,6720
58248,2023022000105,T001FR,6820,7305
58249,2023022000105,T001FR,7770,7845
58253,2021111300107,T001FR,12780,13125
58257,2023102000101,T001FL,5755,5910
58258,2023102000101,T001FR,6105,6360
58259,2023102000101,T001FR,6705,7030
58263,2023010900108,T001FR,8525,9075
58267,2023012200103,T001FR,7685,8080
58271,2024042300101,T001FR,5955,6035
58272,2024042300101,T001FR,6200,6250
58273,2024042300101,T001FL,6285,6305
58274,2024042300101,T001FR,6330,6555
58278,2023021400102,T001BACK,5825,6000
58279,2023021400102,T001FR,6015,6255
58283,2024052100104,T001FR,5365,6820
58287,2023012300108,T001FR,17295,17870
58291,2022051000102,T001FR,6810,7270
58295,2022100700102,T001FR,5700,6355
58299,2022090200106,T001FR,5690,6120
58303,2022112600107,T001FR,7845,8480
58307,2023092600104,T001FR,5920,5975
58308,2023092600104,T001FR,6185,6570
58312,2024102500106,T001FR,6380,7195
58316,2021040900105,T001FR,10245,10655
58320,2023060200105,T001FL,5910,6005
58321,2023060200105,T001FR,6020,6320
58322,2023060200105,T001FL,6645,6795
58323,2023060200105,T001FR,6810,6835
58327,2023010800103,T001FR,10765,11270
58328,2023030400108,T001FL,5375,6050
58332,2022011000102,T001FR,7185,7705
58336,2024020300104,T001FL,5950,5980
58337,2024020300104,T001FR,6175,6645
58341,2022020200105,T001FR,8400,9165
58345,2024102200106,T001FR,5380,5495
58346,2024102200106,T001FR,5760,6730
58351,2022040100107,T001FR,15375,16145
58355,2022083100105,T001FR,8115,8340
58359,2023100600107,T001FR,5760,6740
58363,2021102600104,T001FR,7025,7800
58367,2021092800107,T001FR,14810,15625
58371,2021040900104,T001FR,5710,6385
58375,2024103100105,T001FR,6035,6235
58376,2024103100105,T001FR,6705,7520
58380,2024062300109,T001FR,5695,5860
58381,2024062300109,T001DRONE,6265,6730
58385,2024082600104,T001FR,8690,10005
58389,2022022400107,T001FR,15675,16325
58393,2021092600102,T001FR,8605,8995
58397,2024111200107,T001BACK,5225,5680
58398,2024111200107,T001FR,6105,6385
58399,2024111200107,T001FR,6515,6950
58400,2024111200107,T001FR,7005,7240
58404,2024090700103,T001FL,7475,7815
58405,2024090700103,T001FR,7845,7930
58406,2024090700103,T001FR,8125,8925
58410,2023092200105,T001FR,7355,8310
58411,2023092200105,T001FR,8990,9590
58415,2024052400101,T001FR,7965,8925
58419,2023052600101,T001FR,6440,7500
58423,2021121700103,T001BACK,15440,15745
58424,2021121700103,T001FR,15765,16125
58428,2023110200103,T001FL,6030,6205
58429,2023110200103,T001FR,6225,6745
58433,2021061800105,T001FL,6655,6850
58434,2021061800105,T001FR,6895,7400
58438,2024050300102,T001FR,5850,6005
58439,2024050300102,T001FR,6115,6710
58443,2024012200107,T001FR,7145,7500
58447,2023082300106,T001FR,6025,6115
58448,2023082300106,T001FR,6405,6630
58452,2023010700106,T001FR,6925,7120
58453,2023010700106,T001FR,7145,7500
58457,2022122000105,T001FR,14555,14845
58461,2023121000109,T001FR,5890,6455
58465,2024041900101,T001FR,6800,7220
58466,2024041900101,T001FR,7505,8370
58473,2023042100106,T001FR,6395,7115
58477,2024090600102,T001FR,6070,6770
58481,2023021100101,T001FR,5455,5970
58485,2022091300103,T001FR,5380,5445
58486,2022091300103,T001FL,5480,5590
58487,2022091300103,T001FR,5705,5835
58491,2024032300107,T001FL,6085,6420
58492,2024032300107,T001FR,6445,7135
58496,2023012900109,T001FR,7935,8475
58500,2023121500101,T001FR,5845,6255
58501,2023121500101,T001FR,6285,6425
58505,2023092400102,T001FR,9950,10330
58506,2023092400102,T001FR,10385,10810
58507,2024060800107,T001FR,8425,9140
58511,2022013100107,T001FR,7935,8570
58512,2022013100107,T001FR,9085,9380
58516,2024102500102,T001FR,9005,9395
58517,2024102500102,T001BACK,10020,10200
58518,2024102500102,T001FR,10535,10760
58525,2023110900101,T001FR,5910,6780
58529,2023063000107,T001FR,6315,6445
58530,2023063000107,T001FR,6680,7180
58534,2021041600107,T001FL,10665,10945
58535,2021041600107,T001FR,11085,11350
58539,2024030200104,T001FR,6155,6315
58540,2024030200104,T001FL,6340,6370
58541,2024030200104,T001FR,6385,6655
58545,2021122100105,T001FR,7030,7330
58546,2021122100105,T001FL,7360,7450
58547,2021122100105,T001FR,7470,7755
58551,2021111100104,T001FR,11890,11930
58552,2021111100104,T001FR,12320,12775
58556,2024060400102,T001FR,5720,5885
58557,2024060400102,T001FR,5910,6415
58561,2024032900104,T001FR,6450,6965
58565,2024090700104,T001FR,6475,7030
58566,2024090700104,T001FR,7265,7980
58570,2022083100107,T001FL,9880,10005
58571,2022083100107,T001FR,10025,10360
58575,2023042500106,T001FR,5840,6445
58576,2023042500106,T001FR,6820,6990
58580,2021043000102,T001FR,14400,14890
58584,2022022200105,T001FL,12235,12700
58585,2022022200105,T001FR,12835,13220
58589,2024020900106,T001FL,6110,6780
58590,2024020900106,T001FR,6345,6780
58594,2024041900106,T001FR,6360,7505
58598,2023010200106,T001FR,6685,6985
58599,2023010200106,T001FR,7025,7285
58603,2023120900107,T001FR,6230,6650
58607,2024111400105,T001FR,8675,9695
58611,2021061200104,T001FR,10505,11115
58615,2021062500102,T001FR,11415,11755
58619,2022012000105,T001FR,10100,11020
58623,2024090500108,T001BACK,5345,5650
58624,2024090500108,T001DRONE,6230,6445
58628,2022100400108,T001BACK,8980,9080
58629,2022100400108,T001BACK,9265,9305
58630,2022100400108,T001FR,9320,9450
58634,2022090900105,T001FR,5315,5860
58638,2023040800103,T001FR,8020,8800
58642,2024100100101,T001FR,5250,6925
58646,2023111900102,T001FR,5785,6255
58650,2021082100107,T001FR,6800,7380
58654,2023120300103,T001FR,6025,6475
58658,2021083000108,T001FR,9595,10440
58662,2024010400103,T001FR,6885,7335
58666,2024090700105,T001FR,6440,6845
58667,2024090700105,T001FR,6925,7560
58671,2023020600105,T001FR,7535,8225
58675,2022100400107,T001FR,11375,11770
58679,2022062400103,T001FR,10545,11250
58683,2022102100103,T001FR,5480,5640
58684,2022102100103,T001FR,5775,6215
58688,2024010400105,T001FR,7255,8030
58692,2022032600105,T001FR,10115,10645
58696,2022092700102,T001FR,24260,24555
58700,2024092400106,T001FR,5975,5975
58701,2024092400106,T001FL,6005,6195
58702,2024092400106,T001FR,6255,6765
58706,2023120900109,T001FR,5905,6655
58710,2024092700102,T001FR,5470,5580
58711,2024092700102,T001FR,5705,6640
58715,2022011600104,T001DRONE,24000,24015
58716,2022011600104,T001DRONE,24110,24545
58717,2022011600104,T001FR,25090,25205
58718,2022011600104,T001DRONE,25365,25375
58722,2022051000104,T001FR,6810,7440
58723,2022051000104,T001FR,6820,7440
58727,2024092900108,T001FR,9570,10050
58731,2023041500102,T001FR,5605,5820
58733,2023042800103,T001FR,6520,6685
58734,2023042800103,T001FL,6710,6795
58735,2023042800103,T001FR,6810,7105
58736,2023042800103,T001FL,7410,7595
58740,2024043000101,T001FR,8700,9540
58744,2024041900107,T001BACK,6180,6535
58745,2024041900107,T001FL,6555,6645
58746,2024041900107,T001FR,6660,6840
58750,2024081700103,T001FR,540,760
58751,2024081700103,T001FR,1100,1450
58755,2021062200105,T001FL,10660,10790
58756,2021062200105,T001FR,10805,11180
58760,2024111500107,T001FR,9570,10420
58761,2024111500107,T001FR,10795,12030
58768,2023122500102,T001FR,5780,5980
58769,2023122500102,T001FR,6150,6380
58770,2023122500102,T001FR,6910,6980
58774,2024082800102,T001FL,5875,6355
58775,2024082800102,T001FR,6380,6785
58779,2021062900105,T001FL,22360,22500
58780,2021062900105,T001FR,22515,23160
58784,2024021900105,T001FR,7520,8530
58788,2021110500104,T001FR,9720,9880
58789,2021110500104,T001FR,9905,10480
58793,2023051700108,T001FR,5910,6755
58797,2024052400106,T001FR,6110,7955
58801,2022061000101,T001FR,10270,10935
58805,2023091700104,T001FR,6565,6810
58806,2023091700104,T001LEFT,6840,7265
58810,2022060300104,T001FR,12810,13050
58811,2022060300104,T001LEFT,13075,13165
58812,2022060300104,T001FR,13180,13560
58816,2024032300108,T001FL,5835,5915
58817,2024032300108,T001FR,5935,6535
58821,2024102500105,T001BACK,6030,6680
58822,2024102500105,T001FR,6720,6910
58826,2021122500104,T001FR,10330,10485
58827,2021122500104,T001FL,10525,10605
58828,2021122500104,T001FR,10625,11180
58832,2023032500101,T001FR,5490,5820
58833,2023090700106,T001FR,6000,6500
58837,2022112500104,T001FR,5775,6330
58841,2024092700108,T001FR,5585,6680
58845,2023061000109,T001FR,7305,8145
58849,2021120300104,T001BACK,7740,8000
58850,2021120300104,T001FR,9030,9270
58851,2024092000106,T001FR,6100,6665
58855,2021052100101,T001FR,7810,8625
58856,2021052100101,T001FR,9180,9320
58861,2022032600109,T001FR,13805,13925
58862,2022032600109,T001FR,14045,14660
58863,2022032600109,T001FR,14780,14855
58864,2024052800104,T001FR,9280,9690
58868,2024091300108,T001FR,8020,8080
58869,2024091300108,T001FR,8225,8730
58870,2024091300108,T001LEFT,8785,8865
58871,2024091300108,T001FR,8890,9330
58875,2023030200108,T001FR,6225,6890
58879,2024051000108,T001FR,6265,6370
58880,2024051000108,T001FR,6875,7180
58881,2024051000108,T001FR,7765,8110
58891,2021050900105,T001FR,9835,10210
58895,2022121600104,T001FR,5845,5965
58896,2022121600104,T001FR,6130,6335
58900,2022092300101,T001FR,6700,6745
58901,2022092300101,T001FR,6825,7265
58905,2024110400105,T001FR,16825,16890
58906,2024110400105,T001FR,17200,18415
58910,2023082300104,T001FR,6385,6690
58911,2023082300104,T001FR,7130,7205
58915,2022121600101,T001FR,6300,6680
58916,2022121600101,T001FR,6700,6900
58920,2023090200101,T001FR,6410,6890
58924,2024111400108,T001FR,5990,6430
58928,2023041400103,T001FR,6535,7170
58932,2022121400107,T001FR,5825,6380
58936,2023022000101,T001FR,16035,16625
58940,2022012200101,T001FR,7590,8010
58944,2024091300101,T001FR,5630,5940
58945,2024091300101,T001FR,6110,6685
58949,2024060400105,T001BACK,5595,5820
58950,2024060400105,T001FR,6005,6130
58951,2024060400105,T001FR,6145,6430
58955,2024110900101,T001FR,5615,5800
58956,2024110900101,T001FR,6065,6985
58960,2022111200103,T001FR,7805,8205
58964,2021040900101,T001FR,5785,6355
58968,2023010500104,T001FR,6385,6835
58972,2023082300103,T001FL,6080,6300
58973,2023082300103,T001LEFT,6315,6505
58974,2023082300103,T001FR,6540,6795
58978,2024022000105,T001FR,6095,6775
58982,2021060800101,T001FR,7935,8295
58983,2021060800101,T001FR,8315,8625
58987,2023061000107,T001FR,6960,7440
58991,2024092700104,T001FR,5095,5415
58992,2024092700104,T001FR,5625,6720
58996,2022060900102,T001FR,7290,7855
59000,2024111200108,T001FR,6130,6405
59001,2024111200108,T001FR,6620,7220
59005,2024012500105,T001FR,10110,11050
59009,2024081700104,T001FR,11750,12065
59013,2022011800107,T001FR,11120,11590
59014,2022011800107,T001FR,12250,12585
59019,2024081700101,T001FR,6135,6245
59020,2024081700101,T001FR,6440,6690
59021,2024081700101,T001FR,6965,7585
59025,2023041400105,T001FR,6855,7045
59026,2023041400105,T001FR,7070,7790
59030,2023011800107,T001FR,5925,6375
59034,2022022000104,T001FL,8185,8245
59035,2022022000104,T001FR,8270,8730
59036,2022022000104,T001FL,8770,8895
59037,2022022000104,T001FR,8920,9115
59041,2022013000109,T001FR,18210,18470
59045,2021111900104,T001FR,8345,8930
59049,2024062500101,T001FR,6280,7005
59053,2022012100104,T001FR,7645,8190
59057,2022021000105,T001FL,21180,21415
59058,2022021000105,T001FR,21420,21770
59062,2024051000106,T001FR,6415,7010
59066,2023090100108,T001BACK,7680,7830
59067,2023090100108,T001FR,7845,7965
59068,2023090100108,T001FR,7985,8275
59072,2021121000102,T001FR,6800,7535
59076,2023041500107,T001FR,6750,7505
59080,2023082600108,T001FL,6175,6345
59081,2023082600108,T001FL,6365,6465
59082,2023082600108,T001FR,6485,7225
59086,2023042500102,T001FR,5890,6725
59090,2023022100104,T001FR,5455,5870
59095,2023051600102,T001FR,6540,7060
59099,2021111600101,T001FL,7255,7605
59100,2021111600101,T001FR,7660,7920
59101,2021111600101,T001FR,8740,8990
59105,2021112100103,T001DRONE,11690,12460
59109,2023021400107,T001FR,5775,6375
59113,2023022100103,T001FR,5350,5925
59117,2023052300102,T001FR,6010,6790
59121,2024111400102,T001FR,6005,6790
59125,2022092300106,T001FR,5620,6055
59129,2024082100105,T001FR,6295,7230
59133,2022051800105,T001FR,16545,16655
59134,2022051800105,T001FR,16775,17145
59135,2022051800105,T001FR,17440,17590
59136,2022051800105,T001FR,17855,17915
59140,2021091100109,T001FR,6615,7035
59141,2021091100109,T001FR,7390,7460
59145,2024100400106,T001FR,6260,6845
59146,2024100400106,T001FR,7285,8115
59153,2024092900102,T001FR,7195,7810
59157,2024032300109,T001FR,7505,7535
59158,2024032300109,T001FR,7730,8230
59159,2024032300109,T001FR,9130,10055
59160,2024032300109,T001FR,10075,10190
59164,2023040400102,T001FR,6255,7045
59168,2024053100104,T001FR,6190,6595
59169,2024053100104,T001FR,7105,7740
59176,2023041500106,T001FL,7560,7635
59177,2023041500106,T001FR,7655,8080
59178,2023041500106,T001FR,8540,8775
59182,2024110400108,T001FR,6240,6285
59183,2024110400108,T001FR,6485,7135
59187,2022022100105,T001FR,6500,7140
59191,2024082800105,T001FR,6100,6715
59195,2021111300109,T001FL,14095,14520
59196,2021111300109,T001FR,14555,14830
59197,2021111300109,T001FR,15725,16240
59198,2021111300109,T001FR,16300,16580
59202,2021120800107,T001FR,10900,11290
59203,2021120800107,T001FR,11670,12090
59204,2021120800107,T001FL,12120,12325
59208,2022090300102,T001FR,5565,6220
59212,2022062400106,T001FL,10555,10700
59213,2022062400106,T001FR,10750,11225
59217,2022030300107,T001FR,6400,6470
59218,2022030300107,T001LEFT,6495,6700
59219,2022030300107,T001FR,6720,7105
59223,2021121200107,T001LEFT,8810,8880
59224,2021121200107,T001FL,9345,9570
59225,2021121200107,T001DRONE,9590,9900
59229,2024053100107,T001FR,5805,5950
59230,2024053100107,T001FL,5995,6155
59231,2024053100107,T001FR,6190,6800
59235,2024111200101,T001FR,6065,7285
59239,2022120200101,T001FR,6215,6475
59240,2022120200101,T001FR,6695,7060
59244,2023050500102,T001FR,6505,7045
59248,2021041300105,T001FL,12680,12875
59249,2021041300105,T001FR,12890,13315
59253,2023021200103,T001FR,5460,5900
59257,2022052000107,T001FR,6385,7185
59261,2024022500104,T001FR,5760,6105
59262,2024022500104,T001FL,6125,6305
59266,2024082400108,T001FR,5455,5665
59267,2024082400108,T001FR,6280,6520
59268,2024082400108,T001FR,6720,7240
59272,2021040600108,T001BACK,14100,14430
59273,2021040600108,T001FR,14450,14550
59274,2024061800108,T001BACK,4850,5105
59275,2024061800108,T001BACK,5600,6550
59276,2024061800108,T001FR,6615,6985
59280,2024101500102,T001FR,6025,7045
59284,2021050400107,T001FR,7110,7540
59288,2024101800102,T001FR,8510,9120
59289,2024101800102,T001FR,9330,10190
59293,2023052300104,T001FR,5890,6480
59297,2024022200103,T001FR,6010,6680
59301,2022061000104,T001FR,6470,7095
59305,2021091700101,T001FR,7145,7700
59309,2021111100106,T001FR,7325,8010
59313,2021042000106,T001FR,16075,16460
59318,2023102800107,T001FR,5905,6105
59319,2023102800107,T001FR,6215,6400
59323,2023011500103,T001FR,10510,10945
59327,2021042000104,T001FR,15860,16275
59331,2024032900103,T001FR,6100,6210
59332,2024032900103,T001LEFT,6225,6300
59333,2024032900103,T001FR,6320,6750
59337,2023032400104,T001FL,5200,5370
59338,2023032400104,T001FR,5415,5860
59339,2023032400104,T001FR,6415,6630
59343,2024022500107,T001FR,6230,6530
59344,2021090100104,T001FR,9370,10055
59345,2021090100104,T001FR,10740,11115
59349,2024092400102,T001FR,6205,6460
59350,2024092400102,T001LEFT,6730,6965
59351,2024092400102,T001FR,7105,7545
59352,2024092400102,T001FR,8020,8455
59362,2023010400105,T001FR,15165,15650
59366,2021060800104,T001FR,7920,8390
59367,2021060800104,T001FR,8435,8655
59371,2022102900107,T001FR,9070,9320
59375,2022091800104,T001DRONE,5045,5520
59376,2022091800104,T001FR,5560,5815
59380,2024010300101,T001FR,9145,9835
59384,2024090700106,T001FR,8160,8385
59385,2024090700106,T001FR,8430,8550
59386,2024090700106,T001FR,8990,9460
59387,2024090700106,T001FR,9845,9920
59388,2024090700106,T001FR,9970,10300
59398,2023112100102,T001FR,5950,5985
59399,2023112100102,T001FR,6315,6840
59403,2023032400106,T001FR,5455,5930
59404,2023032400106,T001FR,6545,6685
59408,2022112000102,T001FR,5490,5925
59412,2024030200110,T001FR,6365,6930
59416,2024022800108,T001FR,7015,7890
59420,2021123100108,T001FL,6970,7120
59421,2021123100108,T001FR,7150,7730
59425,2024042600101,T001FR,6405,6625
59426,2024042600101,T001FR,6855,7440
59430,2024083000108,T001BACK,6230,6480
59431,2024083000108,T001LEFT,6750,6945
59432,2024083000108,T001FR,6970,7165
59436,2023052600107,T001FR,6095,6685
59440,2023030400104,T001FR,5735,6365
59444,2021051800104,T001FR,8845,9415
59448,2023012100105,T001FR,7920,8260
59452,2022012000104,T001FR,12090,12545
59456,2021120100105,T001FR,19620,19825
59457,2021120100105,T001FR,20020,20305
59482,2023020600104,T001FR,7810,8295
59522,2021040900102,T001FR,13135,13500
59548,2024101500104,T001FR,1985,2485
59549,2024101500104,T001FR,2795,3090
59550,2024101500104,T001FL,3130,3335
59551,2024101500104,T001FR,3355,3840
59558,2022061100105,T001FR,7310,8005
59562,2024062100103,T001FR,5860,6205
59563,2024062100103,T001FR,6335,7230
59567,2021061200109,T001FR,14490,14900
59571,2024083000101,T001FR,7345,8030
59575,2024051500105,T001FL,18130,19515
59579,2022020200108,T001FR,10160,10780
59583,2021102900105,T001FL,14160,14575
59584,2021102900105,T001FR,14600,14930
59589,2022120800103,T001BACK,8300,8450
59590,2022120800103,T001FR,8465,8860
59596,2023122800106,T001FR,5875,5930
59598,2023122800106,T001FR,6135,6700
59602,2024083100106,T001FR,5760,6605
59610,2021041000105,T001FR,7420,7935
59615,2022102500108,T001FR,14430,15020
59619,2024110900103,T001FR,10170,11010
59620,2024110900103,T001FR,11275,11710
59621,2024110900103,T001FR,11790,12190
59628,2022021300102,T001DRONE,8505,9055
59632,2022011500104,T001FL,6835,7180
59633,2022011500104,T001FR,7195,7445
59637,2021060400102,T001FR,12280,12945
59641,2024090300103,T001FR,6885,7785
59645,2024020400107,T001FR,6800,7355
59649,2024042600108,T001FR,5860,6320
59650,2024042600108,T001FR,6640,7545
59654,2024102200102,T001FR,5780,6715
59658,2023021900106,T001FR,5885,6425
59659,2023021900106,T001FR,6670,6820
59663,2023111700106,T001FR,7450,7505
59664,2023111700106,T001FR,7665,8265
59668,2024052800103,T001FR,9240,9710
59672,2023022000108,T001FL,5425,5545
59673,2023022000108,T001FR,5560,6025
59677,2023102800101,T001FR,5780,6320
59678,2024012300107,T001FR,6645,7400
59682,2022010600106,T001FR,7570,7960
59693,2022022700105,T001FR,8690,8975
59695,2022022700105,T001DRONE,9005,9620
59699,2023121700101,T001FR,7265,7715
59705,2023120300108,T001FR,5760,6470
59706,2023120300108,T001FR,6820,6930
59707,2023120300108,T001FR,6980,7110
59711,2022012400107,T001FR,7175,7415
59712,2022012400107,T001FR,7435,7845
59718,2024083000103,T001FR,7200,7740
59722,2024082100104,T001FR,6965,7860
59726,2023050500104,T001FR,7270,7730
59727,2023050500104,T001FL,8130,8330
59728,2023050500104,T001FR,8355,8710
59735,2023022800107,T001FL,5765,6020
59736,2023022800107,T001FR,6080,6395
59740,2021101900106,T001FR,16230,16745
59745,2023040800102,T001FR,7335,8075
59750,2023041500105,T001FL,6530,6535
59751,2023041500105,T001FR,6545,7415
59782,2022122900108,T001FR,6305,6650
59786,2022011800101,T001FR,6850,7605
59790,2022011400106,T001FR,15765,16810
59791,2022011400106,T001FR,17315,17575
59795,2022110300102,T001FR,5285,5755
59799,2023112900103,T001FR,6100,7190
59803,2023062300106,T001FR,7580,8220
60008,2023112300102,T001FR,6510,6570
60009,2023112300102,T001FR,6685,7320
60013,2022102100101,T001FR,5920,5995
60014,2022102100101,T001FR,6055,6480
60018,2024062500105,T001FR,5960,6655
60022,2024083100103,T001FR,3085,3365
60023,2024083100103,T001FR,4010,4120
60024,2024083100103,T001FR,4345,4600
60025,2024083100103,T001FR,4825,5320
60032,2023083000104,T001FR,5935,6035
60033,2023083000104,T001FR,6045,6520
60037,2024091400105,T001FR,7615,7850
60038,2024091400105,T001FR,8195,8885
60042,2023120300109,T001FR,6090,6720
60046,2023032500109,T001FR,5485,6040
60050,2023110900106,T001FR,7125,7265
60051,2023110900106,T001FR,7495,7900
60055,2021042300106,T001FR,7320,7845
60059,2024032300103,T001FR,6070,6725
60063,2022010800105,T001FR,11125,11540
60067,2022020700106,T001FR,8770,9285
60071,2021060800108,T001FL,8330,8475
60072,2021060800108,T001FR,8520,8860
60073,2021060800108,T001FR,9120,9410
60076,2024061800106,T001BACK,6850,7020
60077,2024061800106,T001BACK,7125,7530
60078,2024061800106,T001FR,7570,7875
60082,2022061400101,T001FL,6730,6940
60083,2022061400101,T001FR,7170,7390
60087,2024110900106,T001FR,5735,6745
60091,2023011500104,T001FR,8080,8745
60095,2022113000105,T001FR,14215,14835
60099,2021111600107,T001LEFT,9850,10120
60100,2024022500103,T001FL,5730,5895
60101,2024022500103,T001FR,6115,6410
60105,2023012300107,T001FR,8805,9140
60109,2022102800101,T001FR,5415,6160
60113,2022021000107,T001FR,17700,18560
60114,2022021000107,T001FR,19190,19400
60118,2022021000107,T001FL,19450,19550
60119,2024101800108,T001FR,6860,8075
60123,2024082100107,T001FR,6245,6335
60124,2024082100107,T001FR,6425,7095
60125,2024082100107,T001FL,7170,7460
60126,2024082100107,T001FR,7555,8630
60133,2024100400102,T001FR,8190,8255
60134,2024100400102,T001FR,8450,9420
60138,2024110800109,T001FR,6075,6330
60139,2024110800109,T001FR,6685,7040
60140,2024110800109,T001FR,7240,7625
60141,2024110800109,T001FR,7805,8340
60148,2023090100101,T001FR,6800,7260
60152,2024030100105,T001FL,6660,6815
60153,2024030100105,T001FR,6840,7425
60157,2023122600105,T001FR,6200,6600
60161,2023021200106,T001FR,5700,6425
60165,2022091000109,T001FR,5395,5840
60169,2024032900102,T001FR,6790,7335
60173,2022040900109,T001FR,8055,8840
60177,2022121300103,T001FR,14410,14940
60181,2021112200108,T001FL,6530,6895
60182,2023122000107,T001FR,6615,7485
60186,2022051300102,T001FR,6430,6905
60190,2021050900103,T001FR,12610,13015
60194,2024092900104,T001FR,5265,5500
60195,2024092900104,T001FR,6795,7705
60199,2023011500107,T001FR,14965,15380
60203,2023053000107,T001FL,5920,6020
60204,2023053000107,T001FR,6060,6915
60208,2023102400101,T001FR,5955,6270
60209,2023102400101,T001FR,6305,6500
60210,2023102400101,T001FR,7500,7630
60216,2023022100101,T001FR,5315,6110
60220,2021042700103,T001FL,6845,6925
60221,2021042700103,T001FR,6940,7425
60225,2023112500102,T001FR,6895,7555
60229,2024082800106,T001FR,7150,7340
60230,2024082800106,T001FL,7415,7670
60231,2024082800106,T001FR,7775,8125
60232,2024082800106,T001FR,8415,9335
60239,2021121200103,T001FR,8990,9300
60240,2021121200103,T001FR,9425,9730
60244,2023020800105,T001FR,6095,6715
60248,2022092000104,T001LEFT,8235,8345
60249,2022092000104,T001FR,8360,8445
60250,2022092000104,T001LEFT,8455,8540
60251,2022092000104,T001FR,8555,8735
60255,2021042700101,T001FR,7145,7735
60259,2022091000108,T001FR,5310,5890
60263,2023120700102,T001FR,6025,6280
60264,2023120700102,T001LEFT,6300,6445
60265,2023120700102,T001FR,6465,6845
60269,2023011900104,T001FR,8680,9150
60273,2023042500104,T001FR,5890,6620
60277,2024111200106,T001FR,5460,5590
60278,2024111200106,T001BACK,5895,6330
60279,2024111200106,T001FR,6370,6480
60280,2024111200106,T001FR,6515,6630
60281,2024111200106,T001FR,6660,6910
60285,2023121200108,T001FR,5910,6375
60286,2023121200108,T001FR,6395,6465
60287,2023121200108,T001FR,6475,6610
60294,2023092400104,T001FR,6855,7020
60296,2023092400104,T001FL,7050,7330
60297,2023092400104,T001FR,7355,7435
